language,iso_code,variety,region,source,source_url,retrieved_at,record_id,reference,source_text,target_language,target_text,unit_type,domain,licence,review_status,quality_flags,notes
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,de129618b00b5dad,kit5k:1819,"Si l'on devait nommer les pays d'après les mots qu'on y entend d'abord, l'Angleterre s'appellerait “damn it”.",Lingala,"Soki esengeli tobenga mboka na mboka na nkombo oyo toyokaka bato balobaka mingi, Angleterre elingaki ebengama “damn it”.",sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,9c6e78cc5fbbd0f5,kit5k:1820,Tommy ne savait pas répondre à la dernière question.,Lingala,Tommy ayebaki kopesa eyano te na motuna ya nsuka.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,341a96ec5f4a9635,kit5k:1821,Ils sont partis pour New York.,Lingala,Bakendaki New York.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,7f0a94b7a341c2f6,kit5k:1822,Il n'y a aucun moyen de le convaincre. Il insiste absolument que le seul moyen de résoudre le problème est le sien.,Lingala,Ezali na lolenge moko te ya kondimisa ye. Azali kotingama kaka ete lolenge moko ya kosilisa likambo ezali kaka oyo ye azali kokanisa.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,c439d5d18a7e5512,kit5k:1823,Il n'arrive rien de neuf. Ce sont toujours les mêmes vieilles histoires qui arrivent à de nouvelles gens.,Lingala,Ya sika ezali te. Ezali kaka makambo moko wana ya kala nde ekomelaka bato ya sika.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,e243f3dbbef6f5f1,kit5k:1824,«Es-tu sûre de vouloir que je te le dise ?» «Je suis toute ouïe !»,Lingala,«Ozali nakondima ete olingi nayebisa yo yango?» «Nafungoli matoyi ! »,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,8b64fea19a4474c7,kit5k:1825,Nous avons passé des heures à chercher comment régler ceci.,Lingala,Tolekisi ba ntango koluka ndenge nini kosilisa yango.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,5b2e0b61c51fc57d,kit5k:1826,"Elle est tellement têtue. Je parie que si elle est jamais réincarnée, elle sera une bactérie capable de survivre dans le vide sidéral.",Lingala,"Azali matoyi mangbongi (Moto makasi). Nabanzi soki azongi na bomoi, akozala mikolobe oyo ekoki kowumela ata bisika eloko ezali te.",sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,619afa7d0dd69e43,kit5k:1827,"Et ainsi, dans cet esprit, laissez-moi vous parler, aussi clairement et ouvertement que je le peux, de certains problèmes spécifiques que je crois que nous devons, en définitive, affronter ensemble.",Lingala,"Mpe yango, na molimo wana, botika ngai nayebisa bino, mpe na lolenge ya nsembompe polele ete nakoki kosala yango, makambo misusu nabanzi ete tosengeli kobunda na yango elongo.",sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,0adea668b1997b35,kit5k:1828,L'une des meilleures applications de l'internet est d'apprendre l'espéranto et de prendre contact avec des membres d'autres peuples.,Lingala,Moko ya bisaleli ya malamu ya internet ezali koyekola esperanto mpe kosolola na bato ya bisika bisusu.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,400ed7f7a74b4f73,kit5k:1829,"Si ton frère te dit : « Je suis seul, faible et las » , / Ton devoir est d'offrir le secours de ton bras / À ton frère.",Lingala,"Soki ndeko na yo alobi nayo : « nazali ngai moko, na makasi te mpe ya kolemba, » , / etinda na yo ezali kopesa loboko na yo / Na ndeko na yo.",sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,438f347805969e76,kit5k:1830,"Quand Jésus commençait sa longue passion, Le crachat qu'un bourreau lança sur son front blême Fit au ciel à l'instant même Une constellation!",Lingala,"Ntango Yesu abandaki monyokoli na ye ya molai, nsoyi babwakelaki ye na elongi ezalaki na ngonga wana na likolo lokumu monene!",sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,88486636057c662c,kit5k:1831,"Salut, je suis Ryan.",Lingala,"Mbote, nkombo na ngai Ryan.",sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,521f6eed2968a6ea,kit5k:1832,"Les fleurs que j'ai cueillies, comme le complément d'objet direct est placé avant le verbe il y a accord , soit ies pour cueillies.",Lingala,"Ba fololo oyo nabuki, ezali complement d'object direct oyo etiamaka liboso ya likelelo (verbe).",sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,1a95471f628c75cf,kit5k:1833,"Wow, c'est joli. La mer brille.",Lingala,"Oh, ezali kitoko. Mayi ya monene ezali kongenga.",sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,56e578fe2c0c445e,kit5k:1834,J'en ai assez de mes problèmes pour m'inquiéter des vôtres.,Lingala,Nazali na makambo ebele mazali kotungisa ngai mpo namitungisa na oyo ya yo.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,f4c076aed0e9dc33,kit5k:1835,Le procureur a requis quinze ans de prison ferme.,Lingala,Mokonzi ya bazuzi akati etumbu ya mbula zomi na mitano ya boloko.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,abf3bc89a12eda0c,kit5k:1836,"La civilisation, au sens réel du terme, ne consiste pas à multiplier les besoins, mais à les réduire délibérément, volontairement. Cela seul amène le vrai bonheur, le véritable contentement.",Lingala,"Kimundele, na ndenge ya solo ya nkombo, ezali te mpo na kobakisa mposa, kasi kokitisa yango na makasi te. Oyo kaka nde ememaka esengo ya solo, esengo ya solo.",sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,c3645ec5245b257c,kit5k:1837,J'ai laissé par inattention à la maison les documents importants que je voulais emmener à la boîte. Serais-tu assez gentille de me les apporter maintenant ?,Lingala,Nabosanaki na bokebi te mikanda ya motuya na ndako oyo nalingaki namema na esika ya mosala. Okazala na motema malamu ya komemela ngai yango sikoyo?,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,6841feaaeaf03e3e,kit5k:1838,Je ressens une impression de vide.,Lingala,Nazali koyoka lokola polele.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,d58962cea4495b60,kit5k:1839,Daniel a un bon boulot.,Lingala,Daniel azali na mosala ya kitoko.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,681afc210c8fff83,kit5k:1840,"« Je voudrais un costume, s'il vous plaît. » « Puis-je vous demander pour quelle occasion ? »",Lingala,"« Nalingaki kazaka, nabondeli yo. » « Nakoki kotuna yo ezali mpo na likambo nini ? »",sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,84ab43774706109b,kit5k:1841,"La ministre des finances française Christine Lagarde a pris la direction du Brésil, dans le cadre d'une tournée, destinée à réunir des soutiens en faveur de sa candidature.",Lingala,"Minsitre ya mwasi oyo atali misolo ya mboka France Christine Lagarde akendeki mombembo na mboka Bresil, mpo na koluka lisungi mpo na maponami na ye.",sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,4a880cda01b99190,kit5k:1842,"C'est mon pote. Vous le connaissez, les mecs ?",Lingala,"Azali moninga na ngai. Boyebi ye, bilenge mibali ?",sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,57ac677c3c5eab27,kit5k:1843,"S'il a encore l'audace de se pointer ici, tu m'appelles tout de suite.",Lingala,"Soki ozali na nkanza ya koya awa, benga ngai mbala sikawa.",sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,440d3bde8ceabaaf,kit5k:1844,Mark drague tout ce qui bouge.,Lingala,Mark alulaka nyonso.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,914e3a100727d600,kit5k:1845,"Hugo a posé plusieurs questions à Marie, mais elle a refusé d'y répondre.",Lingala,"Hugo atunaki mituna ebele na Marie, kasi aboyaki koyanola.",sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,12659d41c0d5159f,kit5k:1846,"Un facile succès couronne son message : / il parle, il adoucit la superbe Carthage, / de sua puissante reine apprivoise l'orgueil, / et les Troyens déjà sont sûrs d'un doux accueil.",Lingala,"Lokumu moko ya mpete ezalaki na nsango na ye : / azali koloba, azali kolembisa Carthage, / mokonzi na ye ya mwası ya kitoko azalaki kopesa lolendo, / mpe ba Troyens bazalaki kobongama mpo na koyamba ye malamu.",sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,762795966f61c96b,kit5k:1847,"A vos marques, prêts... partez !",Lingala,"Na bilembo na bino, bobongami.... Bokende !",sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,895259fef5c25e82,kit5k:1848,La star était assise à l'arrière de la limousine noire.,Lingala,Moto akenda nsango avandaki na kiti ya nsima ya limousine ya mwindo.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,75cf7e4e83a0574f,kit5k:1849,"La valeur d'une œuvre d'art peut changer grandement selon l'identité supposée de l'artiste, même si l'œuvre elle-même ne change pas.",Lingala,"Motuya ya mosala ya ntoki ekoki kobongwana makasi kolanda nkombo ya mokeli na yango, ata soki mosala yango ebongwami te.",sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,8c7d7b2f76127aee,kit5k:1850,Angela doit aller chercher le fric.,Lingala,Angela asengeli kokende koluka mosolo.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,8ba9b6a3de57f337,kit5k:1851,Comment Sa Majesté pourrait-elle se tromper..?,Lingala,Ndenge nini mokonzi akoki komikosa..?,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,3f829450a90dc78e,kit5k:1852,"La conformité de la signature au verso avec l'original est, par la présente, officiellement certifiée.",Lingala,"Bokokani ya mokoloto na nsima ya mokanda na oyo ya solo ezali, na yango, endimami libela.",sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,dde1192065b7cf57,kit5k:1853,"Si j'avais su votre numéro de téléphone, je vous aurai appelé.",Lingala,"Soki nayebaki nimero na yo ya alo alo (telefone), nalingaki nabenga yo.",sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,114ed600ce579df7,kit5k:1854,Il y a eu une explosion dans le labo.,Lingala,Bombe ebetaki na kati ya labo.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,977d1a69aaf16773,kit5k:1855,"J'ai lu, compris et accepté la déclaration de confidentialité.",Lingala,"Natangaki, nasosoli mpe nandimi monkanda ya bobombi sekele.",sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,500a0192ba1e6c4b,kit5k:1856,"Les preneurs d'otages s'échappèrent avec un policier, malgré un court échange de tirs.",Lingala,"Bato bazwaka bato na makasi bakimaki na pulusu moko, ata nsima ya ngonga moke ya bobetani masasi.",sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,be4638f6fa16aacb,kit5k:1857,Deux semaines ont passé et je ne vous ai pas vus.,Lingala,Mposo mibale ileki mpe namonaki bino te.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,032db91fbc711ee3,kit5k:1858,Vous devez vous asseoir et vous reposer.,Lingala,Bosengeli kovanda mpe kopema.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,9b91bf8e91fb8e3c,kit5k:1859,"Si vous aviez lu l'horaire avec plus de soin, vous ne vous seriez pas trompé de train !",Lingala,"Soki botangaki linaka na bokebi, bolingaki bobunga engunduka te!",sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,6784a314bfdf2268,kit5k:1860,"Ne bougez pas, je reviens.",Lingala,"Koningana te, nazali koya.",sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,4788ba06895bea59,kit5k:1861,"Aujourd'hui, on fera prêter serment aux nouveaux avocats.",Lingala,"Lelo, ba avocats ya sika bakolapa ndayi.",sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,3ca589bff2b3af60,kit5k:1862,J'aurais aimé que tu ne m'aies pas trouvée.,Lingala,Nalingaki nasepela soki okutaki ngai te.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,c309f0762262447b,kit5k:1863,J'attrape des petits boutons sur le visage. Je me demande si je dors suffisamment ces temps-ci.,Lingala,Nazali kobima mbuma mike na elongi. Nazali komituna soki nazali kolala ndenge elongombani mikolo oyo.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,c89db6705f4614f0,kit5k:1864,Tu auras plein d'occasions de rencontrer des filles lorsque tu iras à la fac.,Lingala,Okozala na libaku mingi ya kokutana na basi ntango okokende na université.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,fa8b81207bdaaf35,kit5k:1865,"À Washington, personne ne savait à quoi s'attendre.",Lingala,"Na Washington, moto moko te ayebaki nini ekoya.",sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,96940dd6967dfd26,kit5k:1866,Je regardais les infos.,Lingala,Nazalaki kotala nsango.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,52afc403f73a1d63,kit5k:1867,Vous ne devez pas renoncer simplement parce que vous n'avez aucun talent.,Lingala,Esengeli otika kaka boye te mpo ozali na likabo ata moko te.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,6dfd20b594d18564,kit5k:1868,Les mystères seront résolus lorsque le coffre sera enfin ouvert.,Lingala,Mabombami makoyanolama ntango sanduku ekosila kofungwama.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,3d7017928c087824,kit5k:1869,L'ammoniaque est un gaz liquide incolore à odeur forte.,Lingala,Ammoniaque ezali mopepe ya mayi ezanga langi na nsolo ya makasi.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,dff5209586cccaca,kit5k:1870,Le comptable de la société a été envoyé en prison pour avoir tripatouillé les comptes.,Lingala,Motali mosolo ya company atindami na boloko mpo asimbaki misolo ya mosala malamu te.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,d57f6fea382390a9,kit5k:1871,Il est vraiment chiant à nous sortir ses blagues vaseuses à tout bout de champ.,Lingala,Ezali mpenza buzoba mpo na kosalele biso maseki ezanga ntina ntango nyonso.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,e756990630c2be47,kit5k:1872,Tu es supposé aider tes amies lorsqu'elles ont des ennuis.,Lingala,Osengeli kosunga baninga na yo ntango bazwami na mikakatano.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,db143a513f6a1911,kit5k:1873,""" Le doux aspect du Xanthe adoucit vos destins ; / notre Ilion revit relevé par vos mains. / Puisse un destin plus doux respecter votre ouvrage ! / Que la Grèce de Troie épargne au moins l'image ! """,Lingala,""" Lolenge ya nkimia ya Xanthe ezali kolembisa lobi na bino ; / nkosi na biso etelemisaki na maboko na bino. / Lobi moko ya nkimia elanda misala na bino ! / Grèce ya Troie ebatela ata elilingi ya mpamba ! """,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,0b59f2b07d336879,kit5k:1874,Fata a sarit in sus şansa şansa plecării New York.,Lingala,Fata a sarit in sus şansa şansa plecării New York.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,9ee074c308e9857e,kit5k:1875,Tu ne regardes la télé que le vendredi.,Lingala,Otalaka tele (etando eke) kaka vendredi.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,6327899b343ff0d7,kit5k:1876,"Je suis le meilleur ami, le meilleur soutien, le meilleur partenaire que tu auras jamais.",Lingala,"Nazali moninga monene mpenza, mosungi monene, mosalisi monene koleka oyo nyoso okozala na ye.",sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,94455d157b7d0c30,kit5k:1877,"Le conducteur s’en est à peu près sorti, mais le type à l’arrière n’avait pas mis sa ceinture et il est mort sur le coup.",Lingala,"Motambwisi motuka abikaki mwa moke, kasi moto oyo azalaki na nsima atiyaki mokaba na ye te nde akufaki kaka wana.",sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,5f84def30c1b43ed,kit5k:1878,Bonne nuit ! J'espère que tu seras prête demain.,Lingala,Butu elamu! Nalikyi ete okobongama lobi.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
