verse_key,yns,fr
JHN.8.47,"Mbuur awà mbuur a Nzam, afàwem ndaa a Nzam. Wɛɛ bɛ, bɛ làfàwem anki, ntɔn bɛ kàlàbà baar a Nzam anki. ».","Celui qui est de Dieu, écoute les paroles de Dieu; vous nécoutez pas, parce que vous nêtes pas de Dieu."
JHN.8.48,"Ayudà bun'fuur naa: « Nkye bi iböŋ kyatɛy mutɛn naa ngye awà un'nsi Samalya, anà ngye sye awe anà unsɔŋà? » –.","Les Juifs lui répondirent: Navons-nous pas raison de dire que tu es un Samaritain, et que tu as un démon?."
JHN.8.49,"Yɛsu kàfuur naa: « Mɛ, mɛ unsɔŋà watɛy. Wɛɛ mɛ, mɛ in'wàmusyäŋà Taaràmɛ. Wɛɛ bɛ, bɛ làkun'syäŋà anki.","Jésus répliqua: Je nai point de démon; mais jhonore mon Père, et vous moutragez."
JHN.8.50,"Mɛ, mɛ in'fàleŋ anki làkoo amɛ ŋakwo. We anà mbuur afàpà la anà afàtsul mbar.",Je ne cherche point ma gloire; il en est un qui la cherche et qui juge.
JHN.8.51,"Ndandaa, ndandaa, mɛ alàkyään: isàkal naa mbuur kan'kaar ndaa amɛ, nde usàkwà anki akà ikikye. ».","En vérité, en vérité, je vous le dis, si quelquun garde ma parole, il ne verra jamais la mort."
JHN.8.52,"Apan, Ayudà nsil abà bàtɛn a nde naa: « Apanà, bi kan'yöb naa ngye awe anà unsɔŋà! Abàlam kàkyàkwà anà aŋangɔɔm sye, wɛ ngye atɛn naa: Isàkal naa mbuur an'kaar ndaa amɛ, nde usàkwà anki akà ikikye.","Maintenant, lui dirent les Juifs, nous connaissons que tu as un démon. Abraham est mort, les prophètes aussi, et tu dis: Si quelquun garde ma parole, il ne verra jamais la mort."
JHN.8.53,"Nkye ngye, ngye an'söön taaràbi Abàlam awà kàkü itaan? Aŋangɔɔm sye bàkyàkwà! Ngye, ngye akasii naa ngye awà nà? ».","Es-tu plus grand que notre père Abraham, qui est mort? Les prophètes aussi sont morts. Qui prétends-tu être?."
JHN.8.54,"Yɛsu kafuur naa: « Isàkal naa mɛ, mɛ in'fàsà làkoo akà mɛ ŋakwo, la ndöŋ latɛy. Mɛ, mɛ in'fàsà làkoo a Taaràmɛ, nde akwà làfàtɛn bɛ naa: Nde wà Nzam abi.","Jésus répondit: Si je me glorifie moi-même, ma gloire nest rien. Cest mon Père qui me glorifie, lui que vous dites être votre Dieu."
JHN.8.55,"Bɛ nde lun'yöb anki, wɛɛ akà mɛ, mɛ in'kyun'yöb. Kya mɛ in'sàtɛn naa mɛ un'yöb anki, mɛ in'sàkal mbuur a loor asànaa bɛ. Mɛ in'kyun'yöb anà mɛ sye in'fàkaar ndaa ande.","et que vous ne connaissez pas. Pour moi, je le connais; et, si je disais que je ne le connais pas, je serais semblable à vous, un menteur. Mais je le connais, et je garde sa parole."
JHN.8.56,"Taaràbɛ Abàlam kàkäl kà un'sak unsà an'kyän muman ilä amɛ: nde kàkyàman kya, waa kàkü unsà un'sak. ».","Abraham, votre père, a tressailli de joie de ce quil verrait mon jour: il la vu, et il sest réjoui."
JHN.8.57,"Ayudà waa bàtɛn a nde naa: « Nkye ngye akà mbul an'kwem an'tyeen awe ayà, waa ngye kàmɛn Abàlam! ».","Les Juifs lui dirent: Tu nas pas encore cinquante ans, et tu as vu Abraham!."
JHN.8.58,"Yɛsu naa: « Ndandaa, ndandaa, mɛ alàkyään: kusà a mböör a Abàlam, Mɛ In'wà. ».","Jésus leur dit: En vérité, en vérité, je vous le dis, avant quAbraham fût, je suis."
JHN.8.59,"Apan, ba b bür in'kul ntɔn mukun'kam. Wɛɛ Yɛsu laa kàkàyee nde, waa kàtoo u ndwà a Nzam.","Là-dessus, ils prirent des pierres pour les jeter contre lui; mais Jésus se cacha, et il sortit du temple."
JHN.9.1,"U mbwo, Yɛsu kàmɛn baal mwɛy wàŋàkwàmii fà mböör ande.","Jésus vit, en passant, un homme aveugle de naissance."
JHN.9.2,"Alɔŋki ande bun'fuul naa: « Rabi, nà kàkyer man'be ntɔn nde bun'bör wàŋàkwàmii, nkye nde lɛɛ aböör ande? ».","Ses disciples lui firent cette question: Rabbi, qui a péché, cet homme ou ses parents, pour quil soit né aveugle?."
JHN.9.3,"Yɛsu kàfuur naa: « Kà nde anki, itàkal aböör ande, wɛɛ ntɔn isal a Nzam imɛnà amu nde.",Jésus répondit: Ce nest pas que lui ou ses parents aient péché; mais cest afin que les œuvres de Dieu soient manifestées en lui.
JHN.9.4,"Ibà bi pà u mwäänà, bi ikyer isal a mbuur kan'töm. Làpib làmubwà, taaŋ mpa usal mbuur.","Il faut que je fasse, tandis quil est jour, les œuvres de celui qui ma envoyé; la nuit vient, où personne ne peut travailler."
JHN.9.5,"Umpal in'wà mɛ pà u mɛɛn, mɛ in'wà pɛɛlà a mɛɛn. ».","Pendant que je suis dans le monde, je suis la lumière du monde."
JHN.9.6,"Ungö mutɛn indiir abi, nde kàtsül an'te u mɛɛn, kàkyer twar, waa kàkiir la u mii a ikwamii.","Après avoir dit cela, il cracha à terre, et fit de la boue avec sa salive. Puis il appliqua cette boue sur les yeux de laveugle."
JHN.9.7,"waa kàtɛn a nde naa: « Kyen, kaywɛb kà itɛy a Silɔwɛ. » Ikɔb aki ikaswaŋà naa « Ntööm ». Ikwàmii kàkyen kwo, kàywɛy ntabwey, waa kàyimanà mpal kàyàfurà nde.","et lui dit: Va, et lave-toi au réservoir de Siloé . Il y alla, se lava, et sen retourna voyant clair."
JHN.9.8,"Baar a tsütsü anà nde anà baar bàfun'manà kusà wàmulɔlɔm, bàfuulà naa: « Nkye wà kà mbuur akwà kàkälà wà aŋàbwaay anà kàfalɔ̈lɔ̈mà anki? ».",Ses voisins et ceux qui auparavant lavaient connu comme un mendiant disaient: Nest-ce pas là celui qui se tenait assis et qui mendiait?.
JHN.9.9,"Amwɛy bàtɛɛnà naa: « Awà nde. » Bumwɛy naa: « Awà kà nde anki, mbuur asin kàmufwän. » Wɛɛ ikwàmii kàkyey naa: « Ndandaa, wà mɛ. ».","Les uns disaient: Cest lui. Dautres disaient: Non, mais il lui ressemble. Et lui-même disait: Cest moi."
JHN.9.10,"Abun, ba bun'fuulà naa: « Mii angye myan'dubà aben? ».",Ils lui dirent donc: Comment tes yeux ont-ils été ouverts?.
JHN.9.11,"Nde kàfuur naa: « Mbuur awà bàfàbel Yɛsu kàkyer twar, kan'kiir la u mii, waa kàtɛn a mɛ naa: Kyen Silɔwɛ, kaywɛb. Apan sye in'kyen mɛ, in'ywɛb mɛ, waa in'bulà muman! ».","Il répondit: Lhomme quon appelle Jésus a fait de la boue, a oint mes yeux, et ma dit: Va au réservoir de Siloé, et lave-toi. Jy suis allé, je me suis lavé, et jai recouvré la vue."
JHN.9.12,"Ba bun'fuul naa: « Nde wàken, mbuur wa? » Nde kàfuur naa: « Mɛ in'yöb anki. ».",Ils lui dirent: Où est cet homme? Il répondit: Je ne sais.
JHN.9.13,"Apan, ba bàtwääl mbuur kàkäl ikwàmii akà Amfarisi.",Ils menèrent vers les pharisiens celui qui avait été aveugle.
JHN.9.14,"Kyekà, ilä akin kyàkäl ilä a saba akyà kàkyer Yɛsu twar, anà kun'duub nde mii.","Or, cétait un jour de sabbat que Jésus avait fait de la boue, et lui avait ouvert les yeux."
JHN.9.15,"Apan sye, Amfarisi bun'fuul sye naa mii angye myàdubà aben. Nde kafuur naa: « Nde kan'kiir twar u mii, in'ywɛb mɛ, waa mɛ an'man. ».","De nouveau, les pharisiens aussi lui demandèrent comment il avait recouvré la vue. Et il leur dit: Il a appliqué de la boue sur mes yeux, je me suis lavé, et je vois."
JHN.9.16,"Apan, uboo a Amfarisi amwɛy bàtɛɛnà naa: « Mbuur awà kà kan'fà akà Nzam anki, ntɔn nde saba ufàkyɛɛl anki. » Wɛɛ bumwɛy bàtɛɛnà naa: « Nkye mbuur a man'be kan'kwo ukäl anà ikɔ̈b akyer idiim a tub abi? » Nkaabà yàkyer abilà uboo a ba.","Sur quoi quelques-uns des pharisiens dirent: Cet homme ne vient pas de Dieu, car il nobserve pas le sabbat. Dautres dirent: Comment un homme pécheur peut-il faire de tels miracles? Et il y eut division parmi eux."
JHN.9.17,"Apan, ba bàfàfuul ikwamii naa: « Waa ngye, ngye an'tɛn aben ntɔn mbuur kaduub mii? » Nde kàfuur naa: « Nde wà ŋangɔɔm. ».","Ils dirent encore à laveugle: Toi, que dis-tu de lui, sur ce quil ta ouvert les yeux? Il répondit: Cest un prophète."
JHN.9.18,"Wɛɛ amfum a Ayudà bàkyer atɔn musà làkwikilà naa nde kàkäl ikwàmii, waa nde kàbulà muman. Undiir awun, bàbel ba aböör ande.",Les Juifs ne crurent point quil eût été aveugle et quil eût recouvré la vue jusquà ce quils eussent fait venir ses parents.
JHN.9.19,"ntɔn mukafuul naa: « Nkye wà mwan abɛ akwà làwe bɛ naa nde bun'bör wàŋàkwàmii? Abun, nde kan'man aben apanà? ».","Et ils les interrogèrent, disant: Est-ce là votre fils, que vous dites être né aveugle? Comment donc voit-il maintenant?."
JHN.9.20,"Aböör ande bàfuur naa: « Bi, bi ikyàyöb ndandaa naa wà mwan baal abi, nde sye bun'bör wàŋàkwàmii.","Ses parents répondirent: Nous savons que cest notre fils, et quil est né aveugle;."
JHN.9.21,"Apanà nde kan'man aben, bi iyöb anki. Nà kun'duub mii? Bi iyöb anki. Lun'fuul, nde wàŋàyɛl, nde kan'kwo musam ntɔn nde ŋakwo! ».","mais comment il voit maintenant, ou qui lui a ouvert les yeux, cest ce que nous ne savons. Interrogez-le lui-même, il a de lâge, il parlera de ce qui le concerne."
JHN.9.22,"Aböör ande bàtɛɛnà ba abà, ntɔn ba bàtiinà Ayudà bɔɔmà. Ntɔn amfum a Ayudà bàdirà kusà muböŋ u ndwà a nköŋ a Ayudà mbuur wanswà asàkyey naa Yɛsu wà Klistɔ.","Ses parents dirent cela parce quils craignaient les Juifs; car les Juifs étaient déjà convenus que, si quelquun reconnaissait Jésus pour le Christ, il serait exclu de la synagogue."
JHN.9.23,"Undiir awun aböör ande bàtɛn ba naa: « Nde wàŋàyɛl, lun'fuul! ».","Cest pourquoi ses parents dirent: Il a de lâge, interrogez-le lui-même."
JHN.9.24,"Amfarisi bàbel mbuur akwà kàkäl aŋàkwàmii mbalà yàyweel, waa bàtɛn a nde naa: « Pà làkoo akà Nzam! Bi, bi ikyàyöb naa baal wà wà mbuur a man'be. ».","Les pharisiens appelèrent une seconde fois lhomme qui avait été aveugle, et ils lui dirent: Donne gloire à Dieu; nous savons que cet homme est un pécheur."
JHN.9.25,"Nde kafuur naa: « Isàkal naa nde wà mbuur a man'be, mɛ in'yöb anki. Mɛ in'yöb undiir mwɛy mpɛl awà: mɛ kàkäl ikwàmii, apanà mɛ an'man. ».","Il répondit: Sil est un pécheur, je ne sais; je sais une chose, cest que jétais aveugle et que maintenant je vois."
JHN.9.26,Ba waa bun'fuul naa: « Ininà nde kakyer? Nde ngye mii kaduub aben? ».,Ils lui dirent: Que ta-t-il fait? Comment ta-t-il ouvert les yeux?.
JHN.9.27,"Nde kafuur naa: « Mɛ ya akyàlakyään itaan, wɛɛ bɛ, bɛ làwem anki. Ntɔn nkye làkwen bɛ mufàwem mbalà asin? Nkye bɛ sye, bɛ làkwen mubulà alɔŋki ande? ».","Il leur répondit: Je vous lai déjà dit, et vous navez pas écouté; pourquoi voulez-vous lentendre encore? Voulez-vous aussi devenir ses disciples?."
JHN.9.28,"Apan, ba waa bàsɛmà mukun'to, mutɛn naa: « Ngye mbuur awà un'lɔŋki ande! Bi, bi ibà alɔŋki a Mɔsɛ.","Ils linjurièrent et dirent: Cest toi qui es son disciple; nous, nous sommes disciples de Moïse."
JHN.9.29,"Bi, bi ikyàyöb naa Nzam kàyääm a Mɔsɛ, wɛɛ mbuur wà, bi iyöb anki naa nde an'fà ken! ».","Nous savons que Dieu a parlé à Moïse; mais celui-ci, nous ne savons doù il est."
JHN.9.30,"Baal kafuur naa: « Le, ayi ndaa yubem: bɛ làyöb anki naa nde kan'fà ken, apan sye nde kàman'duub mii!.",Cet homme leur répondit: Il est étonnant que vous ne sachiez doù il est; et cependant il ma ouvert les yeux.
JHN.9.31,"Bi ikyàyöb naa Nzam ufàwem anki baar a man'be. Wɛɛ isàkal naa mbuur afàkömà Nzam anà afàkyer ukwen ande, Nzam afàkyer un'wem.","Nous savons que Dieu nexauce point les pécheurs; mais, si quelquun lhonore et fait sa volonté, cest celui là quil exauce."
JHN.9.32,Baar ŋàtàwem anki akà ikikye mutɛn naa mbuur mwɛy waa kàkɔɔr ikwàmii fà mböör ande.,Jamais on na entendu dire que quelquun ait ouvert les yeux dun aveugle-né.
JHN.9.33,"Ilàkal naa mbuur awà kàfü anki akà Nzam, nde kàlàkwo anki mukyer akà undiir. ».",": Si cet homme ne venait pas de Dieu, il ne pourrait rien faire."
JHN.9.34,"Ba bun'fuur naa: « Ngye wanswà awà uboo a man'be fà mböör angye, waa ngye ilɔŋ! » Apan ba waa bun'tɔɔm u nsà.","Ils lui répondirent: Tu es né tout entier dans le péché, et tu nous enseignes! Et ils le chassèrent."
JHN.9.35,"Yɛsu kàwem naa ba nde bàkyer un'böŋ. Mpal kàbwey nde anà nde, nde kun'fuul naa: « Nkye ngye, ngye an'sà làkwikilà amu mwan a mbuur? » –.","Jésus apprit quils lavaient chassé; et, layant rencontré, il lui dit: Crois-tu au Fils de Dieu?."
JHN.9.36,"Nde kun'fuur naa: « Mwol, nde wà nà, waa mɛ in'sà làkwikilà amu nde? ».","Il répondit: Et qui est-il, Seigneur, afin que je croie en lui?."
JHN.9.37,"Yɛsu waa kàtɛn a nde naa: « Ngye amun'man, wa atɛɛnà awà apanà anà ngye, nde awà. ».","Tu las vu, lui dit Jésus, et celui qui te parle, cest lui."
JHN.9.38,"Baal waa kàtɛn naa: « Mwol, mɛ, mɛ an'sà làkwikilà. » Apan, nde kàbü an'köm kusà a Yɛsu.","Et il dit: Je crois, Seigneur. Et il se prosterna devant lui."
JHN.9.39,"Waa Yɛsu kàtɛn naa: « Mɛ, mɛ kàyi u mɛɛn pà ntɔn ntsüül a nsaŋ mwɛy ikäl: ntɔn ikwàmii bàmɛn, baar bàfàman bàbulà ikwàmii. ».","Puis Jésus dit: Je suis venu dans ce monde pour un jugement, pour que ceux qui ne voient point voient, et que ceux qui voient deviennent aveugles."
JHN.9.40,"Amfarisi bàkäl tsütsü apà nde, bàwem ba indiir abi, waa bun'fuul naa: « Nkye bi sye, bi ibà ikwàmii? ».","Quelques pharisiens qui étaient avec lui, ayant entendu ces paroles, lui dirent: Nous aussi, sommes-nous aveugles?."
JHN.9.41,"Yɛsu kafuur naa: « Yàlàkal naa bɛ làbà ikwàmii, bɛ làlàkal anki baar a man'be. Wɛɛ ntɔn bɛ làtɛn naa: Bi ifàman, abun, man'be abɛ mà kapaa. ».","Jésus leur répondit: Si vous étiez aveugles, vous nauriez pas de péché. Mais maintenant vous dites: Nous voyons. Cest pour cela que votre péché subsiste."
JHN.10.1,"Yɛsu kàtɛn naa: « Ndandaa, ndandaa, mɛ alàkyään: isàkal naa mbuur ubilà anki u munàmbwo a làböl a in'kɔk, wɛɛ naa nde kan'lar udu a ibä a làböl, u ntsü yumwɛy, nde wà mbüüb anà un'dwää.","En vérité, en vérité, je vous le dis, celui qui nentre pas par la porte dans la bergerie, mais qui y monte par ailleurs, est un voleur et un brigand."
JHN.10.2,"Wɛɛ mbuur afàbilà u munàmbwo, nde wun'kyɛɛŋ a in'kɔk.",Mais celui qui entre par la porte est le berger des brebis.
JHN.10.3,"Un'leer kun'duub munàmbwo, in'kɔk myàwem ndaa ande. Nde afàbel in'kɔk ande umwɛy umwɛy kà ikɔb awa, waa utwey mya u nsà.","Le portier lui ouvre, et les brebis entendent sa voix; il appelle par leur nom les brebis qui lui appartiennent, et il les conduit dehors."
JHN.10.4,"Utaaŋ utwey nde mya myanswà, uyikyà nde kusà a mya, mya myun'lab ungö, ntɔn mya myàkyàyöb ndaa ande.","Lorsquil a fait sortir toutes ses propres brebis, il marche devant elles; et les brebis le suivent, parce quelles connaissent sa voix."
JHN.10.5,"Ikwe anki akà ikikye naa mya myàsàlab ungyey, mya ikyer asun'tiin, ntɔn mya myàyöb anki ndaa a angyey. ».","Elles ne suivront point un étranger; mais elles fuiront loin de lui, parce quelles ne connaissent pas la voix des étrangers."
JHN.10.6,"Yɛsu katɛɛl nsim ayi, wɛɛ ba bàyöb anki naa indiir nà nde kàtɛɛnà.","Jésus leur dit cette parabole, mais ils ne comprirent pas de quoi il leur parlait."
JHN.10.7,"Yɛsu kàfàtɛn naa: « Ndandaa, ndandaa mɛ alàkyään, mɛ in'wà munàmbwo a làböl a in'kɔk.","Jésus leur dit encore: En vérité, en vérité, je vous le dis, je suis la porte des brebis."
JHN.10.8,"Baar banswà bàfwel kusà a mɛ bà mbüüb anà adwää, wɛɛ in'kɔk myawem anki.",Tous ceux qui sont venus avant moi sont des voleurs et des brigands; mais les brebis ne les ont point écoutés.
JHN.10.9,"Mɛ, mɛ in'wà munàmbwo. Isàkal naa mbuur kan'bilà u mbwo amɛ, nde asàwà mɔ̈ɔ̈, nde akyer asàbilà, akyer asàtoo, nde asàman byàdyà.","Je suis la porte. Si quelquun entre par moi, il sera sauvé; il entrera et il sortira, et il trouvera des pâturages."
JHN.10.10,"Mbüüb afàyà nà muyib, mudwa anà mupay. Wɛɛ mɛ, mɛ kàyi ntɔn baar bàwɛl mɔ̈ɔ̈ anà bàwɛl wa mbɔɔn.","Le voleur ne vient que pour dérober, égorger et détruire; moi, je suis venu afin que les brebis aient la vie, et quelles soient dans labondance."
JHN.10.11,"Mɛ, mɛ in'wà un'kyɛɛŋ aŋàbwaŋ. Un'kyɛɛŋ aŋàbwaŋ afàpà mɔ̈ɔ̈ ande ntɔn in'kɔk ande.",Je suis le bon berger. Le bon berger donne sa vie pour ses brebis.
JHN.10.12,"Mbuur afàsal ntɔn ngim mpɛl, nde kà wà un'kyɛɛŋ a ndandaa anki, in'kɔk kà myànde anki. Kya nde usàman kyɛŋbɔl làmuyà, nde la usàkɔɔb nde in'kɔk, waa uwurà ntiin. Apan, kyɛŋbɔl la làsàbürà la mya, waa làsàtà làböl upay.","Mais le mercenaire, qui nest pas le berger, et à qui nappartiennent pas les brebis, voit venir le loup, abandonne les brebis, et prend la fuite; et le loup les ravit et les disperse."
JHN.10.13,"Le, nde wà un'syääl a ngim, nde undiir ukyɛr anki ntɔn in'kɔk.","Le mercenaire senfuit, parce quil est mercenaire, et quil ne se met point en peine des brebis. Je suis le bon berger."
JHN.10.14,"Mɛ, mɛ in'wà un'kyɛɛŋ aŋàbwaŋ. Mɛ in'kyàyöb in'kɔk amɛ, mya sye myàkyan'yöb.","Je connais mes brebis, et elles me connaissent."
JHN.10.15,"Taaràmɛ akyan'yöb, mɛ sye in'kyun'yöb. Mɛ in'fàpà mɔ̈ɔ̈ amɛ ntɔn in'kɔk amɛ.",comme le Père me connaît et comme je connais le Père; et je donne ma vie pour mes brebis.
JHN.10.16,"Mɛ, mɛ in'we anà in'kɔk myumwɛy mpa amyà uboo a làböl alà. Mya sye mɛ in'kyer atwaal. Mya isàwem ndaa amɛ, làböl làsàkal làmwɛy, un'kyɛɛŋ mwɛy sye.","Jai encore dautres brebis, qui ne sont pas de cette bergerie; celles-là, il faut que je les amène; elles entendront ma voix, et il y aura un seul troupeau, un seul berger."
JHN.10.17,"Taa akyan'kwen, ntɔn mɛ in'fàpà mɔ̈ɔ̈ amɛ, ungö waa in'fàwal wa.","Le Père maime, parce que je donne ma vie, afin de la reprendre."
JHN.10.18,"Akà mbuur mwɛy tɛy afan'duum mɔ̈ɔ̈, wɛɛ mɛ, mɛ wa in'fàpà a ukwen amɛ. Mɛ in'we anà ikɔ̈b apà wa, anà ikɔ̈b afàwal wa. Ayi nswɛɛŋ kan'pɛ Taaràmɛ. ».","Personne ne me lôte, mais je la donne de moi-même; jai le pouvoir de la donner, et jai le pouvoir de la reprendre: tel est lordre que jai reçu de mon Père."
JHN.10.19,"U ndaa ayi, nkaabà yàkyer abilà uboo a amfum a Ayudà.","Il y eut de nouveau, à cause de ces paroles, division parmi les Juifs."
JHN.10.20,Bàmbɔɔn uboo a ba bàtɛɛnà naa: « Nde we anà unsɔŋà! Nde wà ŋukɔŋ! Ntɔn nkye lun'weemà bɛ? ».,"Plusieurs dentre eux disaient: Il a un démon, il est fou; pourquoi lécoutez-vous?."
JHN.10.21,Wɛɛ bumwɛy bàtɛɛnà naa: « Mbuur awe anà unsɔŋà ufàtɛn anki abà. Nkye unsɔŋà kan'kwo muduub mii a ikwàmii? ».,Dautres disaient: Ce ne sont pas les paroles dun démoniaque; un démon peut-il ouvrir les yeux des aveugles?.
JHN.10.22,"La làkäl paŋà làfakalà mpye mbɔɔn, baar bàkäl mukyɔm mpööŋ a ndwà a Nzam u Yɛlusàlɛm.",On célébrait à Jérusalem la fête de la Dédicace. Cétait lhiver.
JHN.10.23,"Yɛsu kàkäl mulàlyaaŋ u ndwà a Nzam, u myäy bàfàbel naa myäy a Salɔmun.","Et Jésus se promenait dans le temple, sous le portique de Salomon."
JHN.10.24,"Apan, Amfum a Ayudà bàkyer un'diŋà, waa bun'fuul naa: « Tii mpal nà asikaar ngye unsà pfürà? Ikyään ubwaŋàbwaŋ isàkal naa ngye awà Klistɔ. ».","Les Juifs lentourèrent, et lui dirent: Jusques à quand tiendras-tu notre esprit en suspens? Si tu es le Christ, dis-le nous franchement."
JHN.10.25,"Yɛsu kafuur naa: « Mɛ ya akyàlakyään itaan, wɛɛ bɛ, bɛ lan'si anki làkwikilà. Isal in'fàkyer mɛ kà ikɔb a Taaràmɛ, byàmutà imbäl ntɔn mɛ.","Jésus leur répondit: Je vous lai dit, et vous ne croyez pas. Les œuvres que je fais au nom de mon Père rendent témoignage de moi."
JHN.10.26,"Wɛɛ bɛ lan'si anki làkwikilà, ntɔn bɛ kàlàbà in'kɔk amɛ anki.","Mais vous ne croyez pas, parce que vous nêtes pas de mes brebis."
JHN.10.27,"In'kɔk amɛ myàfàwem ndaa amɛ. Mɛ in'kyayöb, mya sye myàkyer afan'lab.","Mes brebis entendent ma voix; je les connais, et elles me suivent."
JHN.10.28,"Mɛ in'fapà mɔ̈ɔ̈ a mbul a in'tye, mya myàsàkyà anki bwà akà ikikye, akà mbuur mwɛy ukwe anki mugyɔɔr mya u kɔɔ amɛ.","Je leur donne la vie éternelle; et elles ne périront jamais, et personne ne les ravira de ma main."
JHN.10.29,"Taaràmɛ, mbuur kan'pɛ mya, kan'söön baar banswà. Akà mbuur mwɛy ukwe anki mugyɔɔr mya u kɔɔ a Taa.","Mon Père, qui me les a données, est plus grand que tous; et personne ne peut les ravir de la main de mon Père."
JHN.10.30,"Taa anà mɛ, bi ibà mwɛy. ».",Moi et le Père nous sommes un.
JHN.10.31,Ayudà bàfàbürà in'kul ntɔn mukun'tà.,Alors les Juifs prirent de nouveau des pierres pour le lapider.
JHN.10.32,"Apan, Yɛsu kàtɛn a ba naa: « Mɛ kàlamɛɛy isal a ntwɛn mbɔɔn byàfü akà Taa. Isal nà uboo a bya làkwen bɛ mukan'tà in'kul? ».",Jésus leur dit: Je vous ai fait voir plusieurs bonnes œuvres venant de mon Père: pour laquelle me lapidez-vous?.
JHN.10.33,"Ayudà bun'fuur naa: « Kà ntɔn isal a ntwɛn anki waa bi katà in'kul, wɛɛ ntɔn mbɛɛy: ngye awà mbuur, wɛɛ ngye, ngye awàmukyey naa ngye awà Nzam! ».","Les Juifs lui répondirent: Ce nest point pour une bonne œuvre que nous te lapidons, mais pour un blasphème, et parce que toi, qui es un homme, tu te fais Dieu."
JHN.10.34,"Yɛsu kafuur naa: « Nkye bàsön anki uboo a un'kɔɔn abɛ naa: Mɛ, mɛ kàtɛn naa bɛ làbà bànzam.?.",Jésus leur répondit: Nest-il pas écrit dans votre loi: Jai dit: Vous êtes des dieux?.
JHN.10.35,"Bi ikyàyöb naa ikwe anki bàlwom indiir abyà uboo a Ndaa Aŋàsɔn. Kyekà, Nzam kàbel nde baar naa bànzam, ntɔn ndaa ande bàtöm akà ba.","Si elle a appelé dieux ceux à qui la parole de Dieu a été adressée, et si lÉcriture ne peut être anéantie."
JHN.10.36,"Bɛ, bɛ làtɛn a baal kàsi Nzam an'kɔɔ anà kàtöm nde u mɛɛn naa: Ngye awàmubɛy!, ntɔn an'tɛn mɛ naa mɛ in'wà Mwan a Nzam!.","celui que le Père a sanctifié et envoyé dans le monde, vous lui dites: Tu blasphèmes! Et cela parce que jai dit: Je suis le Fils de Dieu."
JHN.10.37,"Isàkal naa mɛ in'fàkyer anki isal a Taaràmɛ, twon làman'sà làkwikilà.","Si je ne fais pas les œuvres de mon Père, ne me croyez pas."
JHN.10.38,"Wɛɛ isàkal naa mɛ in'fàkyer bya, itàkal naa bɛ lan'sà anki làkwikilà, làsi làkwikilà unsà isal abi. Ntɔn bɛ làyöb anà làkyey naa Taa wà amu mɛ, mɛ in'wà amu Taa. ».","Mais si je les fais, quand même vous ne me croyez point, croyez à ces œuvres, afin que vous sachiez et reconnaissiez que le Père est en moi et que je suis dans le Père."
JHN.10.39,"Apan, ba bàfàleŋ mukun'kɔr, wɛɛ nde kàkwiyà kà an'kɔɔ aba.","Là-dessus, ils cherchèrent encore à le saisir, mais il séchappa de leurs mains."
JHN.10.40,"Yɛsu kàfàfurà sim a Yɔrdan lumwɛy, kà ikal kàfadümà Ywan utàtwɛb, waa kàbwaay kwo.","Jésus sen alla de nouveau au-delà du Jourdain, dans le lieu où Jean avait dabord baptisé. Et il y demeura."
JHN.10.41,"Baar mbɔɔn bàyee akà nde, waa bàtɛɛnà naa: « Ywan kàkyer anki akà idiim mwɛy, wɛɛ ndaa yanswà kàtɛn nde ntɔn mbuur awà yàkäl ndandaa. ».","Beaucoup de gens vinrent à lui, et ils disaient: Jean na fait aucun miracle; mais tout ce que Jean a dit de cet homme était vrai."
JHN.10.42,"Abun, baar mbɔɔn bàsi làkwikilà amu nde.","Et, dans ce lieu-là, plusieurs crurent en lui."
JHN.11.1,"Kàkäl anà ŋukyal mwɛy ikɔb ande Lazar, un'si Bɛtanya, bul a Màlatà anà mpääŋ ande Màlye.","Il y avait un homme malade, Lazare, de Béthanie, village de Marie et de Marthe, sa sœur."
JHN.11.2,- Wawà Màlye akwà kàtsüül Mwol may a usɔŋ anà kun'kɔɔm in'kɔl a ntswe ande. Baal ande Lazar kàkäl anà ukyal. -.,"Cétait cette Marie qui oignit de parfum le Seigneur et qui lui essuya les pieds avec ses cheveux, et cétait son frère Lazare qui était malade."
JHN.11.3,"Abun, ampääŋ abà bàbɔ̈ɔ̈l bàtöm mbuur mwɛy mukàkyään Yɛsu naa: « Mwol, mbuur akwà afàkwen ngye we anà ukyal. ».","Les sœurs envoyèrent dire à Jésus: Seigneur, voici, celui que tu aimes est malade."
JHN.11.4,"Umpal kàwem Yɛsu làsaŋ alà, nde kàtɛn naa: « Abà kà ukyal akun'syen kà ukwà anki, wɛɛ ba bà ntɔn mupà làkoo akà Nzam: u mbwo a ba, Mwan a Nzam ayàwal làkoo. ».","Après avoir entendu cela, Jésus dit: Cette maladie nest point à la mort; mais elle est pour la gloire de Dieu, afin que le Fils de Dieu soit glorifié par elle."
JHN.11.5,"Kyekà, Yɛsu kàfakwenà Màlatà, anà mpääŋ ande, anà Lazar.","Or, Jésus aimait Marthe, et sa sœur, et Lazare."
JHN.11.6,"Umpal kàwem nde naa Lazar we anà ukyal, nde kàfàkyer ilä byeel kà ikal kàkäl nde.","Lors donc quil eut appris que Lazare était malade, il resta deux jours encore dans le lieu où il était."
